company_name,normalized_company_name,industry_name,normalized_industry_name,sub_industry,country,source,confidence_score,verified
Tech Mahindra Limited,tech mahindra limited,IT Services,it services,Software Services,India,Verified Real Company Database,100,True
LTIMindtree Limited,ltimindtree limited,IT Services,it services,Software Services,India,Verified Real Company Database,100,True
Mphasis Limited,mphasis limited,IT Services,it services,Software Services,India,Verified Real Company Database,100,True
Persistent Systems Limited,persistent systems limited,IT Services,it services,Software Services,India,Verified Real Company Database,100,True
Coforge Limited,coforge limited,IT Services,it services,Software Services,India,Verified Real Company Database,100,True
Mindtree Limited,mindtree limited,IT Services,it services,Software Services,India,Verified Real Company Database,100,True
L&T Infotech Limited,lt infotech limited,IT Services,it services,Software Services,India,Verified Real Company Database,100,True
Zensar Technologies Limited,zensar technologies limited,IT Services,it services,Software Services,India,Verified Real Company Database,100,True
KPIT Technologies Limited,kpit technologies limited,IT Services,it services,Software Services,India,Verified Real Company Database,100,True
Cyient Limited,cyient limited,IT Services,it services,Engineering Services,India,Verified Real Company Database,100,True
State Bank of India,state bank of india,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
HDFC Bank Limited,hdfc bank limited,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
ICICI Bank Limited,icici bank limited,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
Axis Bank Limited,axis bank limited,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
Kotak Mahindra Bank Limited,kotak mahindra bank limited,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
Punjab National Bank,punjab national bank,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
Bank of Baroda,bank of baroda,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
Canara Bank,canara bank,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
Union Bank of India,union bank of india,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
IndusInd Bank Limited,indusind bank limited,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
Yes Bank Limited,yes bank limited,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
IDFC First Bank Limited,idfc first bank limited,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
Federal Bank Limited,federal bank limited,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
RBL Bank Limited,rbl bank limited,Banking,banking,Commercial Banking,India,Verified Real Company Database,100,True
HDFC Life Insurance,hdfc life insurance,Financial Services,financial services,Insurance,India,Verified Real Company Database,100,True
SBI Life Insurance,sbi life insurance,Financial Services,financial services,Insurance,India,Verified Real Company Database,100,True
Life Insurance Corporation of India,life insurance corporation of india,Financial Services,financial services,Insurance,India,Verified Real Company Database,100,True
ICICI Prudential Life Insurance,icici prudential life insurance,Financial Services,financial services,Insurance,India,Verified Real Company Database,100,True
Max Life Insurance,max life insurance,Financial Services,financial services,Insurance,India,Verified Real Company Database,100,True
Bajaj Finance Limited,bajaj finance limited,Financial Services,financial services,NBFC,India,Verified Real Company Database,100,True
Bajaj Finserv Limited,bajaj finserv limited,Financial Services,financial services,Financial Services,India,Verified Real Company Database,100,True
Muthoot Finance Limited,muthoot finance limited,Financial Services,financial services,NBFC,India,Verified Real Company Database,100,True
Manappuram Finance Limited,manappuram finance limited,Financial Services,financial services,NBFC,India,Verified Real Company Database,100,True
Shriram Transport Finance,shriram transport finance,Financial Services,financial services,NBFC,India,Verified Real Company Database,100,True
Reliance Industries Limited,reliance industries limited,Conglomerate,conglomerate,Diversified,India,Verified Real Company Database,100,True
Tata Group,tata group,Conglomerate,conglomerate,Diversified,India,Verified Real Company Database,100,True
Aditya Birla Group,aditya birla group,Conglomerate,conglomerate,Diversified,India,Verified Real Company Database,100,True
Mahindra Group,mahindra group,Conglomerate,conglomerate,Diversified,India,Verified Real Company Database,100,True
Adani Group,adani group,Conglomerate,conglomerate,Diversified,India,Verified Real Company Database,100,True
Hindustan Unilever Limited,hindustan unilever limited,FMCG,fmcg,Consumer Goods,India,Verified Real Company Database,100,True
ITC Limited,itc limited,FMCG,fmcg,Consumer Goods,India,Verified Real Company Database,100,True
Nestlé India Limited,nestle india limited,FMCG,fmcg,Food Products,India,Verified Real Company Database,100,True
Britannia Industries Limited,britannia industries limited,FMCG,fmcg,Food Products,India,Verified Real Company Database,100,True
Dabur India Limited,dabur india limited,FMCG,fmcg,Consumer Goods,India,Verified Real Company Database,100,True
Marico Limited,marico limited,FMCG,fmcg,Consumer Goods,India,Verified Real Company Database,100,True
Godrej Consumer Products Limited,godrej consumer products limited,FMCG,fmcg,Consumer Goods,India,Verified Real Company Database,100,True
Colgate-Palmolive (India) Limited,colgate palmolive india limited,FMCG,fmcg,Consumer Goods,India,Verified Real Company Database,100,True
Procter & Gamble Hygiene and Health Care Limited,procter gamble hygiene and health care limited,FMCG,fmcg,Consumer Goods,India,Verified Real Company Database,100,True
Emami Limited,emami limited,FMCG,fmcg,Consumer Goods,India,Verified Real Company Database,100,True
Patanjali Ayurved Limited,patanjali ayurved limited,FMCG,fmcg,Consumer Goods,India,Verified Real Company Database,100,True
Parle Products Private Limited,parle products private limited,FMCG,fmcg,Food Products,India,Verified Real Company Database,100,True
Amul (Gujarat Cooperative Milk Marketing Federation),amul gujarat cooperative milk marketing federation,FMCG,fmcg,Dairy Products,India,Verified Real Company Database,100,True
Mother Dairy Fruit & Vegetable,mother dairy fruit vegetable,FMCG,fmcg,Dairy Products,India,Verified Real Company Database,100,True
Haldiram's,haldirams,FMCG,fmcg,Snacks,India,Verified Real Company Database,100,True
Bikanervala Foods Private Limited,bikanervala foods private limited,FMCG,fmcg,Snacks,India,Verified Real Company Database,100,True
Tata Motors Limited,tata motors limited,Automotive,automotive,Automobile Manufacturing,India,Verified Real Company Database,100,True
Mahindra & Mahindra Limited,mahindra mahindra limited,Automotive,automotive,Automobile Manufacturing,India,Verified Real Company Database,100,True
Maruti Suzuki India Limited,maruti suzuki india limited,Automotive,automotive,Automobile Manufacturing,India,Verified Real Company Database,100,True
Hero MotoCorp Limited,hero motocorp limited,Automotive,automotive,Two-Wheeler Manufacturing,India,Verified Real Company Database,100,True
Bajaj Auto Limited,bajaj auto limited,Automotive,automotive,Two-Wheeler Manufacturing,India,Verified Real Company Database,100,True
TVS Motor Company Limited,tvs motor company limited,Automotive,automotive,Two-Wheeler Manufacturing,India,Verified Real Company Database,100,True
Eicher Motors Limited,eicher motors limited,Automotive,automotive,Two-Wheeler Manufacturing,India,Verified Real Company Database,100,True
Ashok Leyland Limited,ashok leyland limited,Automotive,automotive,Commercial Vehicles,India,Verified Real Company Database,100,True
Force Motors Limited,force motors limited,Automotive,automotive,Commercial Vehicles,India,Verified Real Company Database,100,True
MRF Limited,mrf limited,Automotive,automotive,Tyre Manufacturing,India,Verified Real Company Database,100,True
Apollo Tyres Limited,apollo tyres limited,Automotive,automotive,Tyre Manufacturing,India,Verified Real Company Database,100,True
CEAT Limited,ceat limited,Automotive,automotive,Tyre Manufacturing,India,Verified Real Company Database,100,True
JK Tyre & Industries Limited,jk tyre industries limited,Automotive,automotive,Tyre Manufacturing,India,Verified Real Company Database,100,True
Bosch Limited,bosch limited,Automotive,automotive,Auto Components,India,Verified Real Company Database,100,True
Motherson Sumi Systems Limited,motherson sumi systems limited,Automotive,automotive,Auto Components,India,Verified Real Company Database,100,True
Sun Pharmaceutical Industries Limited,sun pharmaceutical industries limited,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
Dr. Reddy's Laboratories Limited,dr reddys laboratories limited,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
Cipla Limited,cipla limited,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
Lupin Limited,lupin limited,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
Aurobindo Pharma Limited,aurobindo pharma limited,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
Divi's Laboratories Limited,divis laboratories limited,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
Biocon Limited,biocon limited,Healthcare,healthcare,Biopharmaceuticals,India,Verified Real Company Database,100,True
Torrent Pharmaceuticals Limited,torrent pharmaceuticals limited,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
Cadila Healthcare Limited (Zydus),cadila healthcare limited zydus,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
Glenmark Pharmaceuticals Limited,glenmark pharmaceuticals limited,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
Alkem Laboratories Limited,alkem laboratories limited,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
Mankind Pharma Limited,mankind pharma limited,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
Ajanta Pharma Limited,ajanta pharma limited,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
Natco Pharma Limited,natco pharma limited,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
Ipca Laboratories Limited,ipca laboratories limited,Healthcare,healthcare,Pharmaceuticals,India,Verified Real Company Database,100,True
NTPC Limited,ntpc limited,Energy,energy,Power Generation,India,Verified Real Company Database,100,True
Power Grid Corporation of India,power grid corporation of india,Energy,energy,Power Transmission,India,Verified Real Company Database,100,True
Indian Oil Corporation Limited,indian oil corporation limited,Energy,energy,Oil & Gas,India,Verified Real Company Database,100,True
Bharat Petroleum Corporation Limited,bharat petroleum corporation limited,Energy,energy,Oil & Gas,India,Verified Real Company Database,100,True
Hindustan Petroleum Corporation Limited,hindustan petroleum corporation limited,Energy,energy,Oil & Gas,India,Verified Real Company Database,100,True
Oil and Natural Gas Corporation (ONGC),oil and natural gas corporation ongc,Energy,energy,Oil & Gas,India,Verified Real Company Database,100,True
Coal India Limited,coal india limited,Energy,energy,Coal Mining,India,Verified Real Company Database,100,True
Reliance Industries Limited - Jio,reliance industries limited jio,Energy,energy,Oil & Gas,India,Verified Real Company Database,100,True
Adani Green Energy Limited,adani green energy limited,Energy,energy,Renewable Energy,India,Verified Real Company Database,100,True
Tata Power Company Limited,tata power company limited,Energy,energy,Power Generation,India,Verified Real Company Database,100,True
JSW Energy Limited,jsw energy limited,Energy,energy,Power Generation,India,Verified Real Company Database,100,True
Torrent Power Limited,torrent power limited,Energy,energy,Power Generation,India,Verified Real Company Database,100,True
GAIL (India) Limited,gail india limited,Energy,energy,Natural Gas,India,Verified Real Company Database,100,True
Petronet LNG Limited,petronet lng limited,Energy,energy,LNG,India,Verified Real Company Database,100,True
Tata Steel Limited,tata steel limited,Manufacturing,manufacturing,Steel Production,India,Verified Real Company Database,100,True
JSW Steel Limited,jsw steel limited,Manufacturing,manufacturing,Steel Production,India,Verified Real Company Database,100,True
Hindalco Industries Limited,hindalco industries limited,Manufacturing,manufacturing,Aluminum & Copper,India,Verified Real Company Database,100,True
Vedanta Limited,vedanta limited,Mining,mining,Metals & Mining,India,Verified Real Company Database,100,True
Steel Authority of India Limited (SAIL),steel authority of india limited sail,Manufacturing,manufacturing,Steel Production,India,Verified Real Company Database,100,True
Jindal Steel & Power Limited,jindal steel power limited,Manufacturing,manufacturing,Steel Production,India,Verified Real Company Database,100,True
National Aluminium Company Limited (NALCO),national aluminium company limited nalco,Manufacturing,manufacturing,Aluminum,India,Verified Real Company Database,100,True
UltraTech Cement Limited,ultratech cement limited,Cement,cement,Cement Production,India,Verified Real Company Database,100,True
Shree Cement Limited,shree cement limited,Cement,cement,Cement Production,India,Verified Real Company Database,100,True
Ambuja Cements Limited,ambuja cements limited,Cement,cement,Cement Production,India,Verified Real Company Database,100,True
ACC Limited,acc limited,Cement,cement,Cement Production,India,Verified Real Company Database,100,True
Dalmia Bharat Limited,dalmia bharat limited,Cement,cement,Cement Production,India,Verified Real Company Database,100,True
JK Cement Limited,jk cement limited,Cement,cement,Cement Production,India,Verified Real Company Database,100,True
Ramco Cements Limited,ramco cements limited,Cement,cement,Cement Production,India,Verified Real Company Database,100,True
Birla Corporation Limited,birla corporation limited,Cement,cement,Cement Production,India,Verified Real Company Database,100,True
Bharti Airtel Limited,bharti airtel limited,Telecommunications,telecommunications,Telecom Services,India,Verified Real Company Database,100,True
Reliance Jio Infocomm Limited,reliance jio infocomm limited,Telecommunications,telecommunications,Telecom Services,India,Verified Real Company Database,100,True
Vodafone Idea Limited,vodafone idea limited,Telecommunications,telecommunications,Telecom Services,India,Verified Real Company Database,100,True
Reliance Retail Ventures Limited,reliance retail ventures limited,Retail,retail,Retail Chain,India,Verified Real Company Database,100,True
Avenue Supermarts Limited (DMart),avenue supermarts limited dmart,Retail,retail,Supermarket Chain,India,Verified Real Company Database,100,True
Future Retail Limited,future retail limited,Retail,retail,Retail Chain,India,Verified Real Company Database,100,True
Trent Limited,trent limited,Retail,retail,Fashion Retail,India,Verified Real Company Database,100,True
Shoppers Stop Limited,shoppers stop limited,Retail,retail,Department Stores,India,Verified Real Company Database,100,True
V-Mart Retail Limited,vmart retail limited,Retail,retail,Retail Chain,India,Verified Real Company Database,100,True
Spencer's Retail Limited,spencers retail limited,Retail,retail,Supermarket Chain,India,Verified Real Company Database,100,True
Aditya Birla Fashion and Retail Limited,aditya birla fashion and retail limited,Retail,retail,Fashion Retail,India,Verified Real Company Database,100,True
Flipkart Private Limited,flipkart private limited,E-commerce,ecommerce,Online Retail,India,Verified Real Company Database,100,True
Paytm (One97 Communications),paytm one97 communications,Financial Services,financial services,Digital Payments,India,Verified Real Company Database,100,True
Zomato Limited,zomato limited,Technology,technology,Food Delivery,India,Verified Real Company Database,100,True
Swiggy (Bundl Technologies),swiggy bundl technologies,Technology,technology,Food Delivery,India,Verified Real Company Database,100,True
Ola (ANI Technologies),ola ani technologies,Technology,technology,Ride Hailing,India,Verified Real Company Database,100,True
PolicyBazaar (PB Fintech),policybazaar pb fintech,Financial Services,financial services,Insurance Aggregator,India,Verified Real Company Database,100,True
BYJU'S (Think and Learn),byjus think and learn,Technology,technology,EdTech,India,Verified Real Company Database,100,True
Unacademy,unacademy,Technology,technology,EdTech,India,Verified Real Company Database,100,True
Vedantu,vedantu,Technology,technology,EdTech,India,Verified Real Company Database,100,True
Udaan,udaan,E-commerce,ecommerce,B2B E-commerce,India,Verified Real Company Database,100,True
Meesho,meesho,E-commerce,ecommerce,Social Commerce,India,Verified Real Company Database,100,True
BigBasket,bigbasket,E-commerce,ecommerce,Online Grocery,India,Verified Real Company Database,100,True
Grofers (Blinkit),grofers blinkit,E-commerce,ecommerce,Online Grocery,India,Verified Real Company Database,100,True
Larsen & Toubro Limited,larsen toubro limited,Infrastructure,infrastructure,Engineering & Construction,India,Verified Real Company Database,100,True
Adani Ports and Special Economic Zone,adani ports and special economic zone,Infrastructure,infrastructure,Port Operations,India,Verified Real Company Database,100,True
GMR Infrastructure Limited,gmr infrastructure limited,Infrastructure,infrastructure,Airport & Energy,India,Verified Real Company Database,100,True
IRB Infrastructure Developers Limited,irb infrastructure developers limited,Infrastructure,infrastructure,Road Construction,India,Verified Real Company Database,100,True
Dilip Buildcon Limited,dilip buildcon limited,Infrastructure,infrastructure,Construction,India,Verified Real Company Database,100,True
PNC Infratech Limited,pnc infratech limited,Infrastructure,infrastructure,Construction,India,Verified Real Company Database,100,True
NCC Limited,ncc limited,Infrastructure,infrastructure,Construction,India,Verified Real Company Database,100,True
KNR Constructions Limited,knr constructions limited,Infrastructure,infrastructure,Construction,India,Verified Real Company Database,100,True
IndiGo (InterGlobe Aviation),indigo interglobe aviation,Aviation,aviation,Airlines,India,Verified Real Company Database,100,True
Air India,air india,Aviation,aviation,Airlines,India,Verified Real Company Database,100,True
SpiceJet Limited,spicejet limited,Aviation,aviation,Airlines,India,Verified Real Company Database,100,True
Vistara (Tata SIA Airlines),vistara tata sia airlines,Aviation,aviation,Airlines,India,Verified Real Company Database,100,True
Air Asia India,air asia india,Aviation,aviation,Airlines,India,Verified Real Company Database,100,True
GoAir (Go First),goair go first,Aviation,aviation,Airlines,India,Verified Real Company Database,100,True
DLF Limited,dlf limited,Real Estate,real estate,Property Development,India,Verified Real Company Database,100,True
Godrej Properties Limited,godrej properties limited,Real Estate,real estate,Property Development,India,Verified Real Company Database,100,True
Prestige Estates Projects Limited,prestige estates projects limited,Real Estate,real estate,Property Development,India,Verified Real Company Database,100,True
Oberoi Realty Limited,oberoi realty limited,Real Estate,real estate,Property Development,India,Verified Real Company Database,100,True
Brigade Enterprises Limited,brigade enterprises limited,Real Estate,real estate,Property Development,India,Verified Real Company Database,100,True
Sobha Limited,sobha limited,Real Estate,real estate,Property Development,India,Verified Real Company Database,100,True
Phoenix Mills Limited,phoenix mills limited,Real Estate,real estate,Shopping Malls,India,Verified Real Company Database,100,True
Zee Entertainment Enterprises Limited,zee entertainment enterprises limited,Media,media,Broadcasting,India,Verified Real Company Database,100,True
Sun TV Network Limited,sun tv network limited,Media,media,Broadcasting,India,Verified Real Company Database,100,True
PVR INOX Limited,pvr inox limited,Media,media,Cinema Chain,India,Verified Real Company Database,100,True
Network18 Media & Investments Limited,network18 media investments limited,Media,media,Broadcasting,India,Verified Real Company Database,100,True
TV18 Broadcast Limited,tv18 broadcast limited,Media,media,Broadcasting,India,Verified Real Company Database,100,True
Dish TV India Limited,dish tv india limited,Media,media,DTH Services,India,Verified Real Company Database,100,True
Hathway Cable & Datacom Limited,hathway cable datacom limited,Media,media,Cable TV,India,Verified Real Company Database,100,True
Indian Hotels Company Limited (Taj Hotels),indian hotels company limited taj hotels,Hospitality,hospitality,Hotels,India,Verified Real Company Database,100,True
EIH Limited (Oberoi Hotels),eih limited oberoi hotels,Hospitality,hospitality,Hotels,India,Verified Real Company Database,100,True
Lemon Tree Hotels Limited,lemon tree hotels limited,Hospitality,hospitality,Hotels,India,Verified Real Company Database,100,True
Chalet Hotels Limited,chalet hotels limited,Hospitality,hospitality,Hotels,India,Verified Real Company Database,100,True
ITC Hotels,itc hotels,Hospitality,hospitality,Hotels,India,Verified Real Company Database,100,True
The Leela Palaces Hotels and Resorts,the leela palaces hotels and resorts,Hospitality,hospitality,Luxury Hotels,India,Verified Real Company Database,100,True
OYO Rooms,oyo rooms,Hospitality,hospitality,Budget Hotels,India,Verified Real Company Database,100,True
Arvind Limited,arvind limited,Textiles,textiles,Textile Manufacturing,India,Verified Real Company Database,100,True
Welspun India Limited,welspun india limited,Textiles,textiles,Home Textiles,India,Verified Real Company Database,100,True
Trident Limited,trident limited,Textiles,textiles,Textiles & Paper,India,Verified Real Company Database,100,True
Raymond Limited,raymond limited,Textiles,textiles,Textile & Apparel,India,Verified Real Company Database,100,True
Page Industries Limited,page industries limited,Textiles,textiles,Innerwear,India,Verified Real Company Database,100,True
Aditya Birla Nuvo Limited,aditya birla nuvo limited,Textiles,textiles,Textiles,India,Verified Real Company Database,100,True
UPL Limited,upl limited,Chemicals,chemicals,Agrochemicals,India,Verified Real Company Database,100,True
Pidilite Industries Limited,pidilite industries limited,Chemicals,chemicals,Adhesives,India,Verified Real Company Database,100,True
Asian Paints Limited,asian paints limited,Chemicals,chemicals,Paints,India,Verified Real Company Database,100,True
Berger Paints India Limited,berger paints india limited,Chemicals,chemicals,Paints,India,Verified Real Company Database,100,True
Kansai Nerolac Paints Limited,kansai nerolac paints limited,Chemicals,chemicals,Paints,India,Verified Real Company Database,100,True
Akzo Nobel India Limited,akzo nobel india limited,Chemicals,chemicals,Paints,India,Verified Real Company Database,100,True
Tata Chemicals Limited,tata chemicals limited,Chemicals,chemicals,Chemicals & Fertilizers,India,Verified Real Company Database,100,True
Deepak Nitrite Limited,deepak nitrite limited,Chemicals,chemicals,Chemicals,India,Verified Real Company Database,100,True
Aarti Industries Limited,aarti industries limited,Chemicals,chemicals,Specialty Chemicals,India,Verified Real Company Database,100,True
Vinati Organics Limited,vinati organics limited,Chemicals,chemicals,Specialty Chemicals,India,Verified Real Company Database,100,True
Bharat Heavy Electricals Limited (BHEL),bharat heavy electricals limited bhel,Manufacturing,manufacturing,Heavy Electrical Equipment,India,Verified Real Company Database,100,True
Siemens Limited,siemens limited,Manufacturing,manufacturing,Electrical Equipment,India,Verified Real Company Database,100,True
ABB India Limited,abb india limited,Manufacturing,manufacturing,Electrical Equipment,India,Verified Real Company Database,100,True
Crompton Greaves Consumer Electricals,crompton greaves consumer electricals,Manufacturing,manufacturing,Consumer Electricals,India,Verified Real Company Database,100,True
Havells India Limited,havells india limited,Manufacturing,manufacturing,Electrical Equipment,India,Verified Real Company Database,100,True
V-Guard Industries Limited,vguard industries limited,Manufacturing,manufacturing,Electrical Equipment,India,Verified Real Company Database,100,True
Voltas Limited,voltas limited,Consumer Durables,consumer durables,Air Conditioners,India,Verified Real Company Database,100,True
Blue Star Limited,blue star limited,Consumer Durables,consumer durables,Air Conditioning,India,Verified Real Company Database,100,True
Whirlpool of India Limited,whirlpool of india limited,Consumer Durables,consumer durables,Home Appliances,India,Verified Real Company Database,100,True
TTK Prestige Limited,ttk prestige limited,Consumer Durables,consumer durables,Kitchen Appliances,India,Verified Real Company Database,100,True
Bajaj Electricals Limited,bajaj electricals limited,Consumer Durables,consumer durables,Electrical Appliances,India,Verified Real Company Database,100,True
